Trial Id,Phase,Condition,Intervention,High Confidence Event(s),Death Category,Has death? (Y/N)
NCT00696436,Phase 3,Hypertension,Azilsartan_medoxomil Azilsartan_medoxomil Valsartan Olmesartan Placebo ,N/A,N/A,N
NCT00696696,Phase 2,Pancreatic_Cancer,Gemcitabine Erlotinib Sorafenib ,N/A,N/A,N
NCT00696787,Phase 2,Fibromyalgia,Desvenlafaxine_Sustained_Release_(DVS_SR) Lyricaå¨_(Pregabalin) Placebo ,N/A,N/A,N
NCT00696774,Phase 4,Depressive_Disorder_Major,Duloxetine,N/A,N/A,N
NCT00696800,Phase 3,In_Vitro_Fertilization,Corifollitropin_alfa RecFSH_/_Follitropin_beta_(Days_1_to_7) Placebo_Corifollitropin_alfa Placebo_RecFSH_/_follitropin_beta RecFSH_/_Follitropin_beta_(Days_8_to_hCG) Ganirelix hCG Progesterone ,N/A,Pregnancy_puerperium_and_perinatal_conditions ,Y
NCT00697073,Phase 3,Friedreich's_Ataxia,Idebenone,N/A,Pregnancy_puerperium_and_perinatal_conditions ,Y
NCT00696878,Phase 3,In_Vitro_Fertilization,Corifollitropin_alfa FSH GnRH_antagonist (rec)hCG Progesterone ,N/A,N/A,N
NCT00697112,N/A,Renal_Transplantation,Sirolimus,N/A,N/A,N
NCT00697619,Phase 2,Nasopharyngeal_Cancer,Zometa_(zoledronic_acid),N/A,N/A,N
NCT00697697,Phase 3,Asthma,0.135mg_MAP0010 0.25mg_MAP0010 ,N/A,N/A,N
NCT00697827,Phase 3,Spinal_Stenosis,Interspinous_Spacer_device Interspinous_Process_Distraction_Device ,N/A,N/A,N
NCT00698204,Phase 2,Oral_Mucositis,celecoxib placebo ,N/A,N/A,N
NCT00698451,Phase 2,Ovarian_Neoplasms Fallopian_Tube_Neoplasms Peritoneal_Neoplasms ,doxorubicin_HCL_liposome;_bevacizumab;_carboplatin,N/A,N/A,N
NCT00698516,Phase 2,Recurrent_Small-cell_Lung_Cancer_(SCLC) Lung_Cancer_Small_Cell ,Oral_Hycamtin_(topotecan)_Capsules_+_IV_Avastin_(bevacizumab),N/A,N/A,N
NCT00698646,Phase 4,Hypertension,Valsartan_+_HCTZ Valsartan HCTZ ,Cerebral_haemorrhage ,N/A,N
NCT00698685,Phase 2,Leukemia Lymphoma Hodgkin's_Disease Hematologic_Neoplasms Multiple_Myeloma Carcinoma_Renal_Cell ,Pentostatin Alemtuzumab Allogeneic_hematopoietic_stem_cell_transplantation ,N/A,Cardiac_disorders ,Y
NCT00698841,Phase 2,Advanced_Cancer,Cetuximab,N/A,N/A,N
NCT00698932,Phase 3,Type_2_Diabetes,Saxagliptin Placebo ,N/A,N/A,N
NCT00699153,Phase 3,Ocular_Inflammation,Loteprednol_Etabonate Vehicle_of_Ophthalmic_Loteprednol_Etabonate ,N/A,N/A,N
NCT00698815,Phase 2,Recurrent_Non-small_Cell_Lung_Cancer Stage_IIIB_Non-small_Cell_Lung_Cancer Stage_IV_Non-small_Cell_Lung_Cancer ,pemetrexed_disodium sunitinib_malate laboratory_biomarker_analysis ,N/A,General_disorders ,Y
NCT00699582,Phase 3,Refractory_Partial_Seizures,E2007_(perampanel) E2007_(perampanel) Placebo ,N/A,N/A,N
NCT00699374,Phase 3,Carcinoma_Hepatocellular,sunitinib_malate sorafenib ,Duodenal_ulcer Haematemesis Melaena Malaise Multi-organ_failure Musculoskeletal_pain Cerebral_haemorrhage Encephalopathy Acute_pulmonary_oedema Lung_disorder Haemorrhage Peripheral_ischaemia Cholangitis Fracture Skin_ulcer ,General_disorders ,Y
NCT00699491,Phase 1/Phase 2,Male_Breast_Cancer Recurrent_Breast_Cancer Stage_IV_Breast_Cancer ,cixutumumab temsirolimus laboratory_biomarker_analysis ,N/A,General_disorders ,Y
NCT00699816,Phase 3,Hepatocellular_Carcinoma,Immuncell-LC,N/A,N/A,N
NCT00699751,Phase 3,Hormone_Refractory_Prostate_Cancer Bone_Metastases ,Radium-223_dichloride_(Xofigo_BAY88-8223) Placebo Best_standard_of_care_(BSoC) ,Cardiopulmonary_failure Duodenal_ulcer Haematemesis Malaise Multi-organ_failure Musculoskeletal_pain Spinal_column_stenosis Metastases_to_liver Cerebral_haemorrhage Cerebral_ischaemia Acute_pulmonary_oedema Circulatory_collapse Cystitis Orthostatic_hypotension Fracture Peripheral_ischaemia ,General_disorders ,Y
NCT00699972,Phase 3,Refractory_Partial_Seizures,E2007_(perampanel) E2007_(perampanel) Placebo ,N/A,N/A,N
NCT00700011,Phase 2,Myelodysplastic_Syndromes,Clofarabine Clofarabine ,N/A,N/A,N
NCT00700063,Phase 2,Actinic_Keratosis,PEP005_Topical_Gel PEP005_Topical_Gel PEP005_Topical_Gel Vehicle_gel PEP005_Topical_Gel PEP005_Topical_Gel PEP005_Topical_Gel Vehicle_gel ,N/A,General_disorders ,Y
NCT00700180,Phase 2,Non-Small_Cell_Lung_Cancer,bevacizumab_[Avastin] bevacizumab_[Avastin] Carboplatin-based_chemotherapy ,Melaena ,General_disorders ,Y
NCT00700102,Phase 3,Colorectal_Cancer,Chemotherapy Bevacizumab ,Cardiopulmonary_failure Cholangitis Lung_disorder Oesophagitis Multi-organ_failure Sciatica Circulatory_collapse ,General_disorders ,Y
NCT00700310,Phase 3,Refractory_Partial_Seizures,perampanel perampanel perampanel Placebo ,N/A,N/A,N
NCT00699998,Phase 3,Acute_Coronary_Syndrome,Clopidogrel Prasugrel Commercially-available_Aspirin ,Cardiac_failure_acute Cardio-respiratory_arrest Cardiopulmonary_failure Coronary_artery_stenosis Sick_sinus_syndrome Ventricular_fibrillation Ventricular_tachycardia Duodenal_ulcer Haematemesis Melaena Oesophagitis Malaise Multi-organ_failure Cystitis Gangrene Localised_infection Haemoglobin_decreased Musculoskeletal_pain Encephalopathy Hemiparesis Renal_failure_chronic Acute_pulmonary_oedema Lung_disorder Aortic_aneurysm Haematoma Haemorrhage Orthostatic_hypotension Peripheral_ischaemia Diabetes_mellitus_inadequate_control Spinal_column_stenosis Cerebral_haemorrhage Sciatica Skin_ulcer ,General_disorders ,Y
NCT00700427,Phase 3,Attention_Deficit_Hyperactivity_Disorder,atomoxetine_hydrochloride Placebo ,Haemorrhage ,N/A,N
NCT00700635,Phase 2,Meningitis Meningococcal_Infection Neisseria_Meningitidis ,Menactraå¨:_Meningococcal_Polysaccharide_Diphtheria_Conjugate Menactraå¨:_Meningococcal_Polysaccharide_Diphtheria_Conjugate Menactraå¨:_Meningococcal_Polysaccharide_Diphtheria_Conjugate ,N/A,N/A,N
NCT00700570,Phase 2,Colorectal_Cancer,bevacizumab_[Avastin] capecitabine_[Xeloda] oxaliplatin ,N/A,N/A,N
NCT00700622,Phase 3,Diabetes_Type_1,Technosphere_Insulin Insulin_glargine Insulin_lispro ,N/A,N/A,N
NCT00700739,Phase 4,Cervical_Degenerative_Disc_Disease,DISCOVER‰ã¢_Artificial_Cervical_Disc ACDF ,N/A,N/A,N
NCT00700817,Phase 3,Diabetes Diabetes_Mellitus_Type_2 ,liraglutide sitagliptin metformin liraglutide ,N/A,General_disorders ,Y
NCT00701090,Phase 3,Type_2_Diabetes_Mellitus_Non_Insulin_Dependent. Diabetes_Mellitus_Non-Insulin-Dependent ,sitagliptin Comparator:_glimepiride open-label_metformin ,Diabetes_mellitus_inadequate_control ,N/A,N
NCT00701129,Phase 4,Pompe_Disease Glycogen_Storage_Disease_Type_II ,Alglucosidase_Alfa Methotrexate Rituximab ,Cardiopulmonary_failure ,N/A,N
NCT00701779,Phase 4,Benign_Prostatic_Hyperplasia,Tamsulosin,N/A,N/A,N
NCT00701805,Phase 2,Secondary_Hyperparathyroidism Hemodialysis ,Paricalcitol,Duodenal_ulcer Cerebral_haemorrhage Cardiac_failure_acute ,General_disorders ,Y
NCT00701935,Phase 2,Diabetes_Mellitus,placebo exenatide ,Malaise ,N/A,N
NCT00702143,Phase 2,Alzheimer's_Disease Mild_Cognitive_Impairment ,florbetapir_F_18,N/A,N/A,N
NCT00702299,Phase 1,Fallopian_Tube_Cancer Ovarian_Cancer Peritoneal_Cavity_Cancer ,cisplatin paclitaxel pemetrexed_disodium biologic_sample_preservation_procedure ,N/A,N/A,N
NCT00702338,N/A,Pregnancy Neonates ,corifollitropin_alfa recombinant_Follicle_Stimulating_Hormone_(recFSH) human_Chorion_Gonadotropin_(hCG) hCG_Bolus_injection ,N/A,N/A,N
NCT00702325,Phase 4,Asthma,Budesonide_/_formoterol_fumarate_(SYMBICORT) Budesonide ,N/A,N/A,N
NCT00702468,Phase 3,Spasticity Multiple_Sclerosis ,Sativex Placebo ,N/A,N/A,N
NCT00702507,Phase 4,Diaper_Rash,0.25__PERCENT_Miconazole_Nitrate_Ointment,N/A,N/A,N
NCT00702520,N/A,Pregnancy Neonates ,Corifollitropin_alpha_(MK-8962_Org_36286)_100_ug Corifollitropin_alpha_(MK-8962_Org_36286)_150_ug Triptorelin Recombinant_follicle_stimulating_hormone_(recFSH) Human_chorionic_gonadotprophin_(hCG). ,Cerebral_haemorrhage ,N/A,N
NCT00702624,N/A,Pregnancy Neonates ,Corifollitropin_alfa recFSH_(follitropin_beta) gonadatropin_releasing_hormone_(GnRH)_antagonist_ganirelix human_chorion_gonadotropin_(hCG) progesterone placebo-recFSH_(follitropin_beta) placebo-corifollitropin_alfa open-label_recFSH_(follitropin_beta) ,N/A,Pregnancy_puerperium_and_perinatal_conditions ,Y
NCT00702650,Phase 3,Hypogonadism,Testosterone_MD-Lotion,N/A,N/A,N
NCT00702689,Phase 2,Sclerotic_Graft_Versus_Host_Disease Imatinib_Mesylate ,Gleevec_STI571(Imatinib_Mesylate),N/A,N/A,N
NCT00702715,Phase 3,Anesthesia,sugammadex,N/A,N/A,N
NCT00702780,N/A,Alzheimer's_Disease,escitalopram placebo ,N/A,Social_circumstances ,Y
NCT00702754,Phase 4,Cervical_Dystonia,Botulinum_Toxin_Type_B,N/A,N/A,N
NCT00702845,Phase 3,Infertility,corifollitropin_alfa_(Org_36286) recFSH_(follitropin_beta) gonadatropin_releasing_hormone_(GnRH)_antagonist_(ganirelix) human_chorion_gonadatropin_(hCG) progesterone placebo-recFSH_(follitropin_alfa) placebo-corifollitropin_alfa open-label_recFSH ,N/A,N/A,N
NCT00702923,Phase 1,Prostate_Cancer,Bicalutamide_and_CP-675206_(Tremelimumab) Bicalutamide_CP-675206_(tremelimumab) Bicalutamide_CP-675206_(Tremelimumab) Bicalutamide_CP-675206_(Tremelimumab) Bicalutamide_CP-675206 ,N/A,N/A,N
NCT00703053,Phase 2,Influenza,A/Vietnam/1203/04 A/Indonesia/05/05 ,N/A,N/A,N
NCT00703014,N/A,Pregnancy Neonates ,Corifollitropin_Alfa_150_ë_g 200_IU_RecFSH/Follitropin_beta_(Days_1_to_7) Placebo_for_Corifollitropin_Alfa Placebo_for_RecFSH/Follitropin_beta 200_IU_RecFSH/Follitropin_beta_(Days_8_to_hCG) Ganirelix hCG Progesterone ,N/A,General_disorders ,Y
NCT00703261,Phase 1,Atherosclerotic_Vascular_Disease,atorvastatin placebo ,N/A,N/A,N
NCT00703118,Phase 3,Hepatitis_C_Chronic,Telaprevir Peg-IFN-alfa-2a Ribavirin Placebo ,Orthostatic_hypotension ,N/A,N
NCT00703326,Phase 3,Breast_Cancer,ramucirumab_(IMC-1121B) docetaxel Placebo ,Oesophagitis Musculoskeletal_pain Cerebral_haemorrhage Cerebral_ischaemia Encephalopathy Skin_ulcer Malaise Multi-organ_failure Diabetes_mellitus_inadequate_control ,General_disorders ,Y
NCT00703534,Phase 2,GERD Acid_Reflux_Disease Heartburn Regurgitation ,AZD3355 Placebo Gelusilå¨ ,N/A,N/A,N
NCT00703677,Phase 1/Phase 2,Progressive_Supranuclear_Palsy Corticobasal_Degeneration ,Lithium,N/A,N/A,N
NCT00703781,Phase 3,Cataract,bromfenac_ophthalmic_solution placebo ,N/A,N/A,N
NCT00703846,Phase 4,Dermatitis_Seborrheic,Ketoconazole,N/A,N/A,N
NCT00703937,Phase 3,Anemia,Ferric_Carboxymaltose_(FCM) Standard_Medical_Care_(SMC)_for_the_treatment_of_IDA ,Rectal_cancer ,N/A,N
NCT00703963,N/A,Management_of_Anticoagulation,INRatio_monitor_by_Hemosense Usual_Care ,N/A,N/A,N
NCT00704028,Phase 3,Anemia,Ferric_Carboxymaltose Iron_Dextran ,N/A,General_disorders ,Y
NCT00704171,Phase 4,Lung_Disease Pulmonary_Lobectomy ,Standard_Tissue_Closure_Techniques PleuraSeal_Lung_Sealant_System ,N/A,N/A,N
NCT00704184,Phase 2,Hepatitis_C,Comparator:_Vaniprevir Comparator:_Pegylated-Interferon_(Peg-IFN) Comparator:_Ribavirin Comparator:_placebo ,Haemoglobin_decreased ,N/A,N
NCT00704379,Phase 2/Phase 3,Traumatic_Brain_Injury,Placebo Sertraline ,N/A,N/A,N
NCT00704522,N/A,Hepatitis_C_Chronic Hepacivirus ,Peginterferon_alfa-2b_(SCH_54031) Ribavirin_(SCH_18908) Patient_assistance_program ,N/A,N/A,N
NCT00704405,Phase 2,Hepatitis_C_Chronic,Vaniprevir Pegylated_Interferon_(Peg-IFN) Ribavirin_(RBV) Placebo_(PBO) ,N/A,N/A,N
NCT00704808,N/A,Glioblastoma,Primary_surgical_treatment Radiotherapy Temozolomide ,N/A,General_disorders ,Y
NCT00704730,Phase 3,Thyroid_Cancer,XL184 Placebo ,Cardiopulmonary_failure Multi-organ_failure Haemoglobin_decreased Haemorrhage ,General_disorders ,Y
NCT00704847,Phase 3,Osteoarthritis,Oral_Salmon_Calcitonin Oral_Salmon_Calcitonin_(Placebo) ,Spinal_column_stenosis Bladder_cancer Sciatica Circulatory_collapse ,N/A,N
NCT00704964,N/A,Hepatitis_C Chronic_Hepatitis_C ,PegIntron Rebetol ,N/A,N/A,N
NCT00705107,N/A,Hepatitis_C_Chronic Hepatitis_C ,PegIntron_pen_(peginterferon_alfa-2b;_SCH_54031) Rebetol_(ribavirin;_SCH_18908) ,N/A,General_disorders ,Y
NCT00705159,Phase 4,Conjunctivitis,loteprednol_etabonate_and_tobramycin loteprednol_etabonate Tobramycin Vehicle_of_Zylet ,N/A,N/A,N
NCT00705016,Phase 1/Phase 2,Squamous_Cell_Cancer,Cilengitide_2000_mg_once_weekly Cilengitide_2000_mg_twice_weekly Cetuximab 5-fluorouracil_(5-FU) Cisplatin ,N/A,General_disorders ,Y
NCT00705224,N/A,Hepatitis_C_Chronic Hepatitis_C_Virus ,Pegylated_Interferon Ribavirin ,N/A,N/A,N
NCT00705406,Phase 2,Acute_Uncomplicated_Human_Influenza,Peramivir Placebo ,N/A,N/A,N
NCT00705575,Phase 3,Hypertension,Aliskiren/hydrochlorothiazide_(HCTZ)_(300/25_mg) Aliskiren_(300_mg) ,N/A,N/A,N
NCT00705653,Phase 1,Cancer,PG-11047,N/A,N/A,N
NCT00705432,Phase 3,Hepatitis_C_Chronic,Peginterferon_alfa-2b_(PEG) Ribavirin_(RBV) Placebo Boceprevir ,N/A,General_disorders ,Y
NCT00705718,Phase 3,Abdominal_Aortic_Aneurysms,Endurant_Stent_Graft_System,N/A,General_disorders ,Y
NCT00705783,Phase 3,Schizophrenia,Aripiprazole_depot Placebo_depot ,N/A,N/A,N
NCT00705874,Phase 1,Cancer,CGC-11047_and_gemcitabine CGC-11047_and_docetaxel CGC-11047_and_bevacizumab CGC-11047_and_erlotinib CGC-11047_and_cisplatin CGC-11047_and_5-flurouracil_/_leucovorin CGC-11047_and_sunitinib ,Cardiopulmonary_failure Multi-organ_failure Encephalopathy ,General_disorders ,Y
NCT00705939,Phase 3,Gaucher_Disease,Taliglucerase_alfa,N/A,N/A,N
NCT00705614,N/A,Crohn's_Disease,Remicade,N/A,General_disorders ,Y
NCT00706095,Phase 1,Cancer,E7389 E7389 E7389 ,N/A,N/A,N
NCT00706342,Phase 2,Purpura_Thrombocytopenic_Idiopathic,Fostamatinib_Disodium_/_R935788,N/A,N/A,N
NCT00706355,Phase 1,Neoplasms,PF-04217903,N/A,N/A,N
NCT00706550,N/A,HIV_Infections,(PV)_23-valent_pneumococcal_polysaccharide_vaccine Placebo ,N/A,General_disorders ,Y
NCT00706563,Phase 3,Seasonal_Influenza,Fluarix‰ã¢,N/A,N/A,N
NCT00706706,Phase 4,Carcinoma_Renal_Cell,Sunitinib_Malate_(SU011248),Cerebral_haemorrhage ,General_disorders ,Y
NCT00706628,Phase 2,Prostatic_Neoplasms,BIBF_1120 BIBW_2992 Sequential_BIBF_1120_+_BIBW_2992 ,N/A,General_disorders ,Y
NCT00706654,Phase 3,Schizophrenia,Aripiprazole_depot_300_or_400_mg Aripiprazole_10-30_mg_orally Aripiprazole_depot_25_or_50_mg Placebo_depot Placebo_tablets ,Sick_sinus_syndrome ,N/A,N
NCT00706797,Phase 4,Rheumatoid_Arthritis,etanercept_(EnbrelTM) methotrexate ,N/A,N/A,N
NCT00706979,N/A,Smoking Smoking_Cessation ,Practice_Quit_Attempt_plus_nicotine_lozenge Practice_Quit_Attempt_only ,N/A,Renal_and_urinary_disorders ,Y
NCT00706849,Phase 3,Heterozygous_Familial_Hypercholesterolemia Coronary_Artery_Disease ,mipomersen_sodium placebo ,N/A,N/A,N
NCT00707239,Phase 2,Pneumonia_Bacterial,tigecycline tigecycline imipenem/cilastatin ,Haematemesis Ventricular_fibrillation Multi-organ_failure ,N/A,N
NCT00707655,Phase 1/Phase 2,Head_and_Neck_Cancer Squamous_Cell_Carcinoma ,Zalutumumab,N/A,N/A,N
NCT00707746,Phase 2,Metabolic_Diseases Hyperlipidemias Metabolic_Disorder Hypercholesterolemia Dyslipidemias Lipid_Metabolism_Disorders ,mipomersen placebo ,N/A,N/A,N
NCT00708032,N/A,Refractive_Error Myopia ,spectacles narafilcon_A_soft_contact_lenses ,N/A,N/A,N
NCT00707980,Phase 3,Major_Depressive_Disorder,Vortioxetine,N/A,N/A,N
NCT00707993,Phase 3,Diabetes_Mellitus,Alogliptin Glipizide ,N/A,N/A,N
NCT00708071,Phase 2,Facial_Rhytidectomy_(Face-lift),Fibrin_Sealant_with_4_IU/ml_Thrombin_Vapor-Heated_Solvent_Detergent_Treated_Containing_Synthetic_Aprotinin_(FS_VH_S/D_4),N/A,N/A,N
NCT00708175,Phase 4,Bone_Metabolism,Pioglitazone Placebo ,N/A,N/A,N
NCT00708201,Phase 4,Postoperative_Ileus,Alvimopan Placebo ,N/A,General_disorders ,Y
NCT00708214,Phase 2,Breast_Neoplasms,BIBW_2992 BIBW_2992 Letrozole Letrozole ,N/A,N/A,N
NCT00708435,Phase 3,Blood_Coagulation_Disorders Acute_Major_Bleeding ,Beriplexå¨_P/N_(Kcentra) Fresh_frozen_plasma ,Cardio-respiratory_arrest Haematoma Metastases_to_liver Encephalopathy ,General_disorders ,Y
NCT00708162,Phase 3,HIV_Infection,Elvitegravir Raltegravir Placebo_to_match_elvitegravir Placebo_to_match_raltegravir Background_regimen ,Haematemesis Lung_disorder Skin_ulcer Hemiparesis Peripheral_ischaemia ,N/A,N
NCT00708500,Phase 3,Hepatitis_C_Chronic,Boceprevir_(SCH_503034) Pegylated_interferon_alfa-2b_(SCH_54031) Ribavirin_(SCH_18908) Boceprevir_placebo ,N/A,N/A,N
NCT00708682,Phase 3,Vaccines_Pneumococcal,13-valent_pneumococcal_conjugate_vaccine,N/A,N/A,N
NCT00708708,Phase 4,Psoriasis,etanercept_(Enbrelå¨),Skin_ulcer ,N/A,N
NCT00708942,Phase 2,Cervical_Intraepithelial_Neoplasia,Hexaminolevulinate_(HAL) Placebo Hexaminolevulinate_(HAL) Placebo ,N/A,N/A,N
NCT00709111,N/A,HIV_Infections,Maraviroc,N/A,N/A,N
NCT00709098,Phase 3,Pulmonary_Arterial_Hypertension,iloprost iloprost ,N/A,General_disorders ,Y
NCT00709319,N/A,Diabetic_Retinopathy Diabetic_Macular_Edema ,N/A,N/A,N/A,N
NCT00709592,Phase 2,Non-Hodgkin's_Lymphoma Leukemia Multiple_Myeloma Acute_Myeloid_Leukemia Hodgkin_Lymphoma Chronic_Lymphocytic_Leukemia Chronic_Myelogenous_Leukemia Myelodysplastic_Syndrome ,thymoglobulin thymoglobulin ,N/A,N/A,N
NCT00709618,Phase 2,Neoplasms_Breast,Lapatinib_Vinorelbine,Oesophagitis ,N/A,N
NCT00709826,Phase 2,Pancreatic_Cancer Metastatic_Pancreatic_Cancer ,gemcitabine placebo Erlotinib apricoxib ,N/A,N/A,N
NCT00709761,Phase 2,Neoplasms_Breast,Lapatinib/nab-Paclitaxel,N/A,General_disorders ,Y
NCT00709956,Phase 3,Pulmonary_Arterial_Hypertension,iloprost_(5_åµg) placebo ,N/A,N/A,N
NCT00710021,Phase 2,Systemic_Lupus_Erythematosus SLE Lupus ,Vitamin_D3 Vitamin_D3_placebo ,N/A,N/A,N
NCT00709852,Phase 3,Diagnostic_Imaging Central_Nervous_System_Diseases ,Gadobutrol_(Gadavist_Gadovist_BAY86-4875) Gadoteridol_(ProHance) ,N/A,N/A,N
NCT00710424,Phase 3,Pain Diabetic_Neuropathy ,Sativex Placebo ,N/A,N/A,N
NCT00710554,Phase 3,Pain Peripheral_Neuropathy ,Sativex Placebo ,N/A,N/A,N
NCT00710762,Phase 2,Ovarian_Neoplasms,BIBF1120,N/A,N/A,N
NCT00710840,Phase 2,Osteoarthritis,Minimally_Invasive_Total_Knee_Arthroplasty_[TKA_Min] Total_Knee_Arthroplasty_(TKA)_Traditional ,N/A,N/A,N
NCT00710970,Phase 2,Urinary_Bladder_Neoplasms,Tamoxifen,N/A,N/A,N
NCT00710905,Phase 4,Cataract,AcrySof_ReSTOR_Aspheric_IOL_models_SN6AD1_and_SN6AD3,N/A,N/A,N
NCT00710866,Phase 3,Influenza,Inactivated_Influenza_Vaccine_Trivalent_Types_A_and_B_(Split_Virion),N/A,N/A,N
NCT00711009,Phase 3,Human_Immunodeficiency_Virus_Infection,lopinavir/ritonavir_(LPV/r) emtricitabine/tenofovir_disoproxil_fumarate_(FTC/TDF) raltegravir_(RAL) ,N/A,N/A,N
NCT00711191,Phase 1,Pancreatic_Neoplasm,monoclonal_antibody chemotherapy ,N/A,N/A,N
NCT00711646,Phase 3,Spasticity Multiple_Sclerosis ,Sativexå¨ Placebo ,N/A,N/A,N
NCT00711594,Phase 2,Carcinoma_Non-Small-Cell_Lung,BIBW_2992_MA2_40mg/day BIBW_2992_MA2_50mg/day BIBW_2992_MA2_20mg/day BIBW_2992_QD ,N/A,N/A,N
NCT00711802,Phase 4,Skin_Diseases_Infectious,Daptomycin Standard_of_Care_(SOC) ,N/A,N/A,N
NCT00711828,Phase 2,Extranodal_Marginal_Zone_Lymphoma_of_Mucosa-Associated_Lymphoid_Tissue Nodal_Marginal_Zone_Lymphoma Recurrent_Grade_1_Follicular_Lymphoma Recurrent_Grade_2_Follicular_Lymphoma Recurrent_Mantle_Cell_Lymphoma Recurrent_Small_Lymphocytic_Lymphoma Refractory_Chronic_Lymphocytic_Leukemia Splenic_Marginal_Zone_Lymphoma Waldenstrom_Macroglobulinemia ,Bortezomib Rituximab Cyclophosphamide Dexamethasone Questionnaire_Administration Quality-of-Life_Assessment ,N/A,N/A,N
NCT00711880,Phase 3,Pain Peripheral_Neuropathy ,Sativexå¨ Placebo ,N/A,N/A,N
NCT00712166,Phase 3,Cystic_Fibrosis Lung_Infection Pseudomonas_Aeruginosa ,AZLI_75_mg_three_times_daily_(TID) Placebo_three_times_daily_(TID) ,Melaena ,N/A,N
NCT00712348,Phase 3,Gaucher_Disease,Taliglucerase_alfa,N/A,N/A,N
NCT00712725,Phase 2,Migraine,MK3207-_2.5_mg MK3207-_5_mg MK3207-_10_mg MK3207-_20_mg MK3207-_50_mg MK3207-_100_mg Comparator:_placebo_(unspecified) ,N/A,N/A,N
NCT00712959,Phase 4,Pertussis Tetanus Diphtheria ,Tetanus_Reduced_Diphtheria_Toxoid_and_Acellular_Pertussis_(ADACELå¨) Tetanus_Reduced_Diphtheria_Toxoid_and_Acellular_Pertussis_(ADACELå¨) ,N/A,General_disorders ,Y
NCT00713258,Phase 4,Back_Pain,Parathyroid_hormone_(PTH)_(1-84) Alendronate ,N/A,N/A,N
NCT00713219,Phase 2,Head_and_Neck_Cancer,IMRT_cetuximab_docetaxel,N/A,N/A,N
NCT00713310,Phase 3,Ulcerative_Colitis,Asacol_400_mg Asacol_400_mg ,N/A,N/A,N
NCT00713323,Phase 3,Pain Peripheral_Neuropathy ,Sativexå¨,N/A,N/A,N
NCT00713544,Phase 2,Rheumatoid_Arthritis,AZD5672 Etanercept Placebo AZD5672 AZD5672 AZD5672 ,N/A,N/A,N
NCT00713648,Phase 3,Congenital_Bleeding_Disorder Congenital_FXIII_Deficiency ,catridecacog,N/A,N/A,N
NCT00713661,Phase 2,Colorectal_Anastomosis,TachoSilå¨,N/A,N/A,N
NCT00713700,N/A,Patent_Ductus_Arteriosus,AMPLATZER_Duct_Occluder_II,N/A,N/A,N
NCT00714285,Phase 1,Influenza,GSK_Biologicals'_quadrivalent_influenza_vaccine GSK_Biologicals'_trivalent_influenza_vaccine ,Haemorrhage ,N/A,N
NCT00714493,Phase 4,Rheumatoid_Arthritis,Infliximab,N/A,N/A,N
NCT00714688,Phase 3,Attention_Deficit/_Hyperactivity_Disorder,prolonged_release_(PR)_OROS_methylphenidate_54_mg prolonged_release_(PR)_OROS_methylphenidate_72_mg Placebo ,N/A,N/A,N
NCT00715026,Phase 4,Osteoarthritis Avascular_Necrosis Congenital_Hip_Dysplasia Traumatic_Arthritis ,Trilogy_AB_Acetabular_Hip_Implant_System,N/A,N/A,N
NCT00715208,Phase 2,Relapsed_Follicular_Lymphoma,rituximab cyclophosphamide doxorubicin VELCADE prednisone ,N/A,N/A,N
NCT00715104,Phase 2,Prostate_Cancer,Sipuleucel-T_with_Booster Sipuleucel-T_without_Booster ,N/A,N/A,N
NCT00715078,Phase 2,Prostate_Cancer,Sipuleucel-T,N/A,N/A,N
NCT00715676,Phase 2,Osteoporosis,Placebo DP001 ,N/A,N/A,N
NCT00715403,Phase 1,Neoplasms,BIBF_1120,Sciatica ,N/A,N
NCT00715884,N/A,Coronary_Artery_Disease Coronary_Atherosclerosis ,CYPHERå¨_ELITE‰ã¢_Sirolimus-Eluting_Stent_System CYPHERå¨_Bx_VELOCITYå¨_Sirolimus-eluting_Stent_System ,N/A,Vascular_disorders ,Y
NCT00715910,Phase 2,Infections_Meningococcal,Nimenrix Blood_sampling ,N/A,N/A,N
NCT00716456,Phase 1/Phase 2,Lung_Adenocarcinoma,erlotinib_with_cetuximab,N/A,N/A,N
NCT00716417,Phase 1,Neoplasms,BIBW_2992 BIBW_2992 ,Acute_pulmonary_oedema Orthostatic_hypotension ,N/A,N
NCT00716859,Phase 3,Glaucoma,Timolol latanoprost ,N/A,N/A,N
NCT00717093,Phase 4,Tobacco_Use_Cessation,Varenicline_Tartrate Placebo ,N/A,N/A,N
NCT00717197,Phase 2,Malignant_Glioma,Capecitabine,N/A,General_disorders ,Y
NCT00717288,Phase 4,Diabetes_Mellitus,Detemir Detemir Detemir ,N/A,General_disorders ,Y
NCT00717236,Phase 3,Rheumatoid_Arthritis,Certolizumab_pegol_(CZP) Placebo ,Spinal_column_stenosis Cystitis Skin_ulcer ,N/A,N
NCT00717314,Phase 4,Liver_Transplantation,Mycophenolate_mofetil CNI_(50_PERCENT) CNI_(‰ä´75_PERCENT) ,N/A,N/A,N
NCT00717522,Phase 2,Soft_Tissue_Sarcoma,Pomalidomide,N/A,N/A,N
NCT00717756,Phase 2,Liver_Cancer,lenalidomide,N/A,Investigations ,Y
